Question,Focus (Drug),Question Type,Answer,Section Title,URL
"does corticosteroids cause i ""insomnia?""",corticosteroids,Side effects,"Psychic  derangements  may  appear  when  corticosteroids  are used, ranging from euphoria, insomnia, mood swings, personality changes, and severe depression, to frank psychotic manifestations. Also, existing emotional instability or psychotic tendencies may be aggravated by corticosteroids.",PRECAUTIONS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
how reduce cholesterol,drugs that reduce cholesterol,Indication,"A healthy lifestyle is the first defense against high cholesterol. But sometimes diet and exercise aren't enough, and you may need to take cholesterol medications. Cholesterol medications might help",Cholesterol medications: Consider the options,https://www.mayoclinic.org/diseases-conditions/high-blood-cholesterol/in-depth/cholesterol-medications/art-20050958
"when is gardasil ""contra indicated?""",Gardasil,Contraindication,"Hypersensitivity, including severe allergic reactions to yeast (a vaccine component), or after a previous dose of GARDASIL 9 or GARDASIL [see Description (11)].",CONTRAINDICATIONS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a21f4f4b-b891-4f25-b747-cb9ec7d865d6
what is the classification of cromolyn,cromolyn,Information,DEA Schedule: None,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93f80edb-3b38-423e-8cd6-5b5cb4393ec2
"i take lorazepam, my eyes are blurry, if i stop taking it, will my eyes clear up ?",lorazepam,Side effects,"Withdrawal symptoms (e.g., rebound insomnia) can appear following cessation of recommended doses after as little as one week of therapy. Abrupt discontinuation of product should be avoided and a gradual dosage-tapering schedule followed after extended therapy.",WARNINGS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5b851f67-309d-4ef3-8b4b-ade8908256ea
how to use thymol,thymol,Usage,"Thymol is a phenol obtained from thyme oil or other volatile oils used as a stabilizer in pharmaceutical preparations, and as an antiseptic (antibacterial or antifungal) agent. It was formerly used as a vermifuge.",,https://pubchem.ncbi.nlm.nih.gov/compound/thymol#section=Top
is zolpidem a drug?,zolpidem,Information,Zolpidem belongs to a class of medications called sedative-hypnotics.,Why is this medication prescribed?,https://medlineplus.gov/druginfo/meds/a693025.html
mercaptopurine can be the cause of elevated bun/ creatinine level?,mercaptopurine,Side effects,"Causes Of Elevated BUN and Creatinine Levels: ... Chemotherapy drugs such as: Cisplatin, Carboplatin, Carmustine, Mitomycin, high-dose Methotrexate.",,http://chemocare.com/chemotherapy/side-effects/nephrotoxicity-renal-toxicity.aspx
when does skin redness start on fluorouracil,fluorouracil,Side effects,"When Fluorouracil 5% Topical Cream is applied to a lesion, a response occurs with the following sequence: erythema, usually followed by vesiculation, desquamation, erosion and reepithelialization.",DOSAGE AND ADMINISTRATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=744737c5-0d96-4214-82ab-6cff016b1ea0
how many mgs of colchicine is recommended,colchicine,Dose,"The dosing regimens for colchicine tablets, USP are different for each indication and must be individualized.",DOSAGE AND ADMINISTRATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7daef7e2-888d-4116-81a9-2c02b9ef97ef
what tier drug is methylphenidate,methylphenidate,Information,DEA Schedule: CII,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1f8983ce-71b8-4c62-830d-e4692ddededa
what is normal saline,normal saline,Information,"physiologic saline solution (physiologic salt solution) (physiologic sodium chloride solution) a 0.9 per cent solution of sodium chloride and water; it is isotonic, i.e., of the same osmotic pressure as blood serum. It is sometimes given intravenously to replace lost sodium and chloride. Excessive quantities may cause edema, elevated blood sodium levels, and loss of potassium from the tissue fluid. Called also normal saline or normal salt solution.",,https://medical-dictionary.thefreedictionary.com/physiologic+saline+solution
what is zostavax for?- consider waiting for a new vaccine coming spring of 2018,Zostavax,Indication,ZOSTAVAX® is a live attenuated virus vaccine indicated for prevention of herpes zoster (shingles) in individuals 50 years of age and older. Limitations of Use of ZOSTAVAX:    ZOSTAVAX is not indicated for the treatment of zoster or postherpetic neuralgia (PHN).    ZOSTAVAX is not indicated for prevention of primary varicella infection (Chickenpox).,INDICATIONS AND USAGE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30a0464e-e012-4c16-bc05-88f07e412203
what is ciprodex?,Ciprodex,Information,Ciprofloxacin and dexamethasone otic is used to treat outer ear infections in adults and children and acute (suddenly occurring) middle ear infections in children with ear tubes. Ciprofloxacin is in a class of medications called quinolone antibiotics. Dexamethasone is in a class of medications called corticosteroids. The combination of ciprofloxacin and dexamethasone works by killing the bacteria that cause infection and reducing swelling in the ear.,Why is this medication prescribed?,https://medlineplus.gov/druginfo/meds/a607010.html
how often can i get a cortisone shot,cortisone shots,Usage/time,"There's concern that repeated cortisone shots might cause the cartilage within a joint to deteriorate. So doctors typically limit the number of cortisone shots into a joint. In general, you shouldn't get cortisone injections more often than every six weeks and usually not more than three or four times a year.",Limits on the number of cortisone shots,https://www.mayoclinic.org/tests-procedures/cortisone-shots/about/pac-20384794
why codeine,codeine,Indication,"Codeine is used to relieve mild to moderate pain. It is also used, usually in combination with other medications, to reduce coughing. Codeine will help relieve symptoms but will not treat the cause of symptoms or speed recovery. Codeine belongs to a class of medications called opiate (narcotic) analgesics and to a class of medications called antitussives. When codeine is used to treat pain, it works by changing the way the brain and nervous system respond to pain. When codeine is used to reduce coughing, it works by decreasing the activity in the part of the brain that causes coughing.",Why is this medication prescribed?,https://medlineplus.gov/druginfo/meds/a682065.html
how to give toradol im,Toradol IM,Usage,"When administering ketorolac tromethamine injection, the intravenous bolus must be given over no less than 15 seconds. The intramuscular administration should be given slowly and deeply into the muscle.",DOSAGE AND ADMINISTRATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96777460-7522-4d18-804c-fb85b5f4fa9e
wean off tegretol?,Tegretol,Stopping/tapering,"As with all antiepileptic drugs, Tegretol should be withdrawn gradually to minimize the potential of increased seizure frequency.",WARNINGS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8d409411-aa9f-4f3a-a52c-fbcb0c3ec053
can you take these tow medications at the same time of day concerta and lexapro?,Concerta and Lexapro,Interaction,"Human pharmacologic studies have shown that methylphenidate may inhibit the metabolism of ... selective serotonin reuptake inhibitors). Downward dose adjustment of these drugs may be required when given concomitantly with methylphenidate. It may be necessary to adjust the dosage and monitor plasma drug concentrations (or, in the case of coumarin, coagulation times), when initiating or discontinuing concomitant methylphenidate.",DRUG INTERACTIONS,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a88218c-5b18-4220-8f56-526de1a276cd
how long the trichomoniasis take to clear after i take the medicine,trichomoniasis drugs,not_drug_question,"Most people are prescribed an antibiotic called metronidazole which is very effective if taken correctly. You'll usually have to take metronidazole twice a day, for 5 to 7 days.",Antibiotics,https://www.nhs.uk/conditions/trichomoniasis/treatment/
what happened if one takes a double does of simvastatin,Simvastatin,Overdose,A few cases of overdosage with simvastatin have been reported; the maximum dose taken was 3.6 g. All patients recovered without sequelae. Supportive measures should be taken in the event of an overdose. The dialyzability of simvastatin and its metabolites in man is not known at present.,OVERDOSAGE,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ad38e3b-79a8-f4c1-0662-c24f3e897ac7
what is antibiotic?,Antibiotics,Information,"any of a large group of chemical substances, as penicillin or streptomycin, produced by various microorganisms and fungi, having the capacity in dilute solutions to inhibit the growth of or to destroy bacteria and other microorganisms, used chiefly in the treatment of infectious diseases.",,https://www.dictionary.com/browse/antibiotic
what kind of rash could pravastatin cause,pravastatin,Side effects,"In rare cases, it’s possible to have a serious allergic reaction to pravastatin. ... The warning signs of a serious allergic reaction are:    getting a skin rash that may include itchy, red, swollen, blistered or peeling skin",Side effects,https://beta.nhs.uk/medicines/pravastatin/
what is ketorolac eye drops,ketorolac eye drops,Information,Ophthalmic ketorolac is used to treat itchy eyes caused by allergies. It also is used to treat swelling and redness (inflammation) that can occur after cataract surgery. Ketorolac is in a class of medications called nonsteroidal anti-inflammatory drugs (NSAIDs). It works by stopping the release of substances that cause allergy symptoms and inflammation.,Why is this medication prescribed?,https://medlineplus.gov/druginfo/meds/a601241.html
how to take your medicine diabetes,diabetes medicine,Usage,"The medicine you take will vary by your type of diabetes and how well the medicine controls your blood glucose levels, also called blood sugar. Other factors, such as your other health conditions, medication costs, and your daily schedule may play a role in what diabetes medicine you take.",What medicines might I take for diabetes?,https://www.niddk.nih.gov/health-information/diabetes/overview/insulin-medicines-treatments
what mg norco comes in,Norco,Dose,... NORCO® 5/325 ... NORCO® 7.5/325 ... NORCO® 10/325 …,HOW SUPPLIED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66a328bc-055f-4107-8b81-f6f939bea0a7
what type of drug is ecstasy,ecstasy,Information,"3,4-methylenedioxy-methamphetamine (MDMA) is a synthetic drug that alters mood and perception (awareness of surrounding objects and conditions). It is chemically similar to both stimulants and hallucinogens, producing feelings of increased energy, pleasure, emotional warmth, and distorted sensory and time perception.",MDMA (Ecstasy/Molly),https://www.drugabuse.gov/publications/drugfacts/mdma-ecstasymolly
what are the side effects of valsartan,valsartan,Side effects,"What are the possible side effects of valsartan tablets?  

Valsartan tablets may cause the following serious side effects:  

Injury or death to an unborn baby. See “What is the most important information I should know about valsartan tablets?”  

Low Blood Pressure (Hypotension). Low blood pressure is most likely to happen if you also take water pills, are on a low-salt diet, get dialysis treatments, have heart problems, or get sick with vomiting or diarrhea. Lie down, if you feel faint or dizzy. Call your doctor right away.   

Kidney problems. Kidney problems may get worse if you already have kidney disease. Some patients will have changes on blood tests for kidney function and may need a lower dose of valsartan tablets. Call your doctor if you get swelling in your feet, ankles, or hands, or unexplained weight gain. If you have heart failure, your doctor should check your kidney function before prescribing valsartan tablets.   

The most common side effects of valsartan tablets used to treat people with high blood pressure include:

headache

dizziness

flu symptoms

tiredness

stomach (abdominal) pain

Side effects were generally mild and brief. They generally have not caused patients to stop taking valsartan tablets.   

The most common side effects of valsartan tablets used to treat people with heart failure include:

dizziness
low blood pressure
diarrhea
joint and back pain
tiredness
high blood potassium",PATIENT INFORMATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9402b022-5809-4251-dfef-54f6ef5723fe
